candidate_id,family_id,signal_time,session_date,direction,direction_sign,stop_frozen,atr_value,target_r,maximum_hold_hours,session_poc,prior_session_poc,session_value_low,session_value_high,prior_session_value_low,prior_session_value_high,session_close_location,cumulative_delta_ratio,cumulative_volume_ratio,session_range,prior_session_range_median
3380f6addd9d3998a5da63208d14736a710c894ac6adc76a45f3dce5e0505b85,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-07-11 17:30:00+00:00,2022-07-11,LONG,1,1729.2330369997642,4.223963000235761,1.5,36.0,1735.8,1742.5,1732.6,1737.6,1733.8,1744.0,0.08571428571429437,-0.04504748417194269,,10.5,
e2a2a2d90d57b05853a2e19e8974e7ef224ccddc0a5e03ab7de3bc5ca829f003,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-07-29 17:25:00+00:00,2022-07-29,SHORT,-1,1767.9882713672332,5.1912713672332265,1.5,36.0,1753.4,1753.2,1750.0,1760.5,1745.4,1753.5,0.765100671140941,0.08305647840531562,0.006048488380271077,14.900000000000091,14.800000000000068
7f768f2cbedc001cfb3795daa2018818a2a7b868090b082857e784e29f0097e5,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-08-11 17:30:00+00:00,2022-08-11,LONG,1,1787.0058567862022,4.44414321379765,1.5,36.0,1812.8,1813.7,1806.4,1813.8,1810.2,1819.1,0.39393939393939603,-0.010184167800974139,0.8891562224312285,13.200000000000045,15.300000000000068
713cc03a23e7bbfa515be9fe9e091ad5263ec927118c2d5f72a01153d2b35b5f,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-08-12 17:30:00+00:00,2022-08-12,SHORT,-1,1803.7118406011755,4.45184060117557,1.5,36.0,1810.4,1812.8,1806.2,1812.7,1806.4,1813.8,0.792592592592596,-0.029687321786453325,0.9632350056108796,13.5,14.400000000000091
f633acc3457e75e9aefab3ffb85676f9ba095ff604d75aeb7c1083ea7d169080,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-09-14 17:30:00+00:00,2022-09-14,LONG,1,1695.2723476008941,4.217652399105783,1.5,36.0,1713.5,1716.3,1712.3,1715.7,1710.6,1721.0,0.07954545454546012,0.02198019801980198,0.8096664407471378,8.799999999999955,14.449999999999932
564bffaa74051a03144a806e9af4f2f822115a41def8df542ac1f0016d0e0990,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-09-26 17:30:00+00:00,2022-09-26,LONG,1,1620.3891952850965,6.729304714903396,1.5,36.0,1652.5,1653.9,1640.0,1655.9,1650.7,1656.0,0.06779661016948793,-0.009424448788018376,1.11263791443591,23.59999999999991,14.549999999999955
06c72a9213ef03c9858c435a9e517e9d837b0d5d89ff3c43fec83fe15b67a45d,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-09-27 17:30:00+00:00,2022-09-27,LONG,1,1623.4997476544168,5.327252345583402,1.5,36.0,1642.9,1652.5,1639.5,1646.0,1640.0,1655.9,0.1499999999999935,-0.0051613487419212446,1.2118871910235658,14.0,14.549999999999955
b104134207fa3c12e6edd9198cf2fcbf25671cb8334b04711e1f177bbfc193ba,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-10-11 17:30:00+00:00,2022-10-11,SHORT,-1,1683.8990177736052,5.397517773605451,1.5,36.0,1676.7,1674.8,1670.3,1685.9,1672.6,1682.5,0.7488151658767783,-0.0005390835579514825,0.761997279968914,21.09999999999991,17.450000000000045
fee6a9dc65242b64793a67672eae0dc70b45b9fbac8a7019060b549911f50f9a,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2022-11-28 18:30:00+00:00,2022-11-28,LONG,1,1736.663940444616,4.736059555384075,1.5,36.0,1749.0,1750.2,1742.6,1751.2,1747.1,1752.0,0.01851851851851566,0.0064863066858853536,0.5495997135914565,16.200000000000045,14.700000000000045
742bf08775aa766db772448a63ef905287c8fb1e515f30cc7c7e7ac0e0eb5de6,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-01-10 18:30:00+00:00,2023-01-10,LONG,1,1867.8411054867852,4.513894513214766,1.5,36.0,1881.5,1881.0,1878.8,1884.8,1878.4,1884.1,0.1485148514851465,0.005358241917381702,0.7539254154014126,10.100000000000136,13.599999999999909
493dda9819419262f972fe519ec2bf820baca6e683ff64ecedbd6a89b9d50df6,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-01-25 18:30:00+00:00,2023-01-25,SHORT,-1,1947.1788601143824,5.778860114382286,1.5,36.0,1931.8,1935.5,1929.0,1939.9,1928.8,1937.1,0.9601769911504386,0.010210238821138211,0.8105645223569388,22.600000000000136,15.550000000000068
55d06f688958f66c6f879f1e913fab9c0bea91cc7794440b18bc2c2c37d4d3e5,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-02-09 18:30:00+00:00,2023-02-09,LONG,1,1861.0481219240169,6.316878075983231,1.5,36.0,1885.6,1888.0,1874.0,1892.6,1884.9,1891.3,0.16901408450704147,0.015093719171325222,1.2371259839850293,28.399999999999864,19.300000000000068
4eb6797270f597dfcbd1d8a48afe501ec08d19fac974306c827ca9285ee9eb90,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-02-22 18:30:00+00:00,2023-02-22,LONG,1,1828.1490667302708,4.450933269729164,1.5,36.0,1845.5,1845.0,1842.5,1846.8,1843.1,1848.7,0.2558139534883733,-0.03799791959860491,0.7099118926784771,8.600000000000136,18.450000000000045
dc153474058fb0e162d9d6144701c4314ea208ba45eee2885d57cec3ad8959a5,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-04-24 17:30:00+00:00,2023-04-24,SHORT,-1,1994.3723561810457,5.037856181045739,1.5,36.0,1994.0,1988.0,1989.1,1997.9,1982.4,1995.3,0.9005847953216343,-0.02623080672678528,0.7376635634786419,17.09999999999991,20.850000000000023
159da6fab895c86e10dda8cb3484fc67e4dc87c5e947f2d79e3af9f938c006e1,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-05-09 17:30:00+00:00,2023-05-09,SHORT,-1,2039.5236971188097,4.074197118809502,1.5,36.0,2034.5,2031.8,2031.8,2037.8,2029.4,2034.5,0.8936170212765968,-0.014884535405494144,0.72821825825766,14.100000000000136,25.399999999999977
0f31ba450ebebaaeb2c083c573f688be23bd258a567e3bf58ada2773c904696d,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-05-19 17:30:00+00:00,2023-05-19,SHORT,-1,1985.3159437518586,5.770943751858591,1.5,36.0,1963.3,1957.5,1958.9,1978.2,1955.0,1964.7,0.8035087719298197,0.013362800020558153,1.2625807079588591,28.5,24.75
849826e0c09f73ee7a0cd1797f0a13f658c0e29ff327af1318eeea414855e710,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-06-13 17:30:00+00:00,2023-06-13,LONG,1,1939.9975751291222,5.485924870877762,1.5,36.0,1965.9,1966.1,1963.6,1984.5,1963.7,1971.6,0.11688311688312063,0.035696431919015184,1.3260620750016832,30.800000000000182,19.899999999999977
61bd95cc6cce7613ef81d09351e7d8fe57ee850334d62fc9e57e848ab59bcc85,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-08-16 17:30:00+00:00,2023-08-16,LONG,1,1894.7669768636551,3.106523136344794,1.5,36.0,1934.7,1935.2,1931.5,1936.1,1931.6,1940.0,0.0,-0.001422637930470615,0.9174567930868939,9.099999999999909,12.049999999999955
93b4ebd9a6fc14d82e050e47b07f6b358110d4bd3c0e8cd2072c91da2b787637,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-08-18 17:30:00+00:00,2023-08-18,LONG,1,1884.2158493230775,3.1891506769225675,1.5,36.0,1920.0,1919.5,1918.7,1922.9,1918.5,1930.8,0.05940594059405094,0.014825093113269554,0.8217114738358138,10.099999999999909,12.049999999999955
e4a7d1eb81cb26845840e0390d062df3477c397f4b644d464ef612ebaa5ae882,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-09-18 17:30:00+00:00,2023-09-18,SHORT,-1,1934.8229454811171,2.8829454811169963,1.5,36.0,1948.1,1947.0,1944.3,1950.1,1945.9,1951.6,0.9056603773584918,-0.00936729416010104,0.8746449237243556,10.600000000000136,12.649999999999977
4096ad5743cbcc99954fa1742ad52134aa10ec096499123935dd7cee1146b9ec,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-10-04 17:30:00+00:00,2023-10-04,LONG,1,1815.0272455436102,4.667754456389898,1.5,36.0,1839.7,1841.0,1833.6,1840.7,1838.9,1844.5,0.21600000000000363,0.013155840506250065,1.0142940089733439,12.5,12.649999999999977
c3747b44c12d39299964cc5b544994052b81b64bfa56f9a0a95cb80b554b9ffa,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-10-19 17:30:00+00:00,2023-10-19,SHORT,-1,1973.6838811033613,5.488881103361058,1.5,36.0,1966.3,1961.0,1961.8,1971.0,1955.4,1968.8,0.8240343347639423,-0.00875491365869013,1.4159087493457294,23.299999999999955,13.300000000000068
20129fe35c240596927475eb2f21a6b905212e2f168953bbcd25c0674b786105,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-10-26 17:30:00+00:00,2023-10-26,SHORT,-1,1992.5540138495003,5.579013849500373,1.5,36.0,1989.4,1988.1,1984.3,1993.2,1984.7,1994.5,0.8674033149171231,0.0006506429883649724,1.0790173294032015,18.100000000000136,16.100000000000023
05559d35226ed10bef7a1d3bfe403ad5bbbc7e089e16c3d3e9a31845c1cc8328,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-10-27 17:30:00+00:00,2023-10-27,SHORT,-1,1992.695793779311,4.489293779310972,1.5,36.0,1993.0,1989.4,1990.3,1995.3,1984.3,1993.2,0.9519999999999891,-0.018560785495887345,0.9589659141944177,12.5,16.100000000000023
13dfce934a0176d69278c52684800aaddac761f48bc93ba80f588fa3b197b4e7,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-10-31 17:30:00+00:00,2023-10-31,LONG,1,1980.6436506616265,4.866349338373472,1.5,36.0,2007.0,2008.5,2002.4,2015.2,2006.4,2010.8,0.07539682539682888,-0.021154980729888976,1.381360372136344,25.200000000000045,14.200000000000045
c0da13eecf22971dc5b7a6b3f0c528edde8d9dd6be0dc13b7bb5745b29a77123,COMEX_SESSION_BALANCED_EXCESS_REVERSAL_V1,2023-12-15 18:30:00+00:00,2023-12-15,LONG,1,2016.7477253276188,4.907274672381342,1.5,36.0,2047.5,2053.7,2043.8,2052.8,2044.1,2055.8,0.04564315352696692,-0.00948850655103278,1.1527081681738172,24.100000000000136,15.350000000000023
